"Location","Education","TimeFrame","EducationNumber","Population"
"Maine","Bachelor's Degree",2016-01-01,"144000","708446"
"Maine","Graduate degree",2016-01-01,"75000","708446"
"Maine","Not a high school graduate",2012-01-01,"44000","720574"
"Maine","High school diploma or GED",2012-01-01,"396000","720574"
"Maine","Associate Degree",2012-01-01,"75000","720574"
"Maine","Bachelor's Degree",2012-01-01,"138000","720574"
"Maine","Graduate degree",2012-01-01,"68000","720574"
"Maine","Not a high school graduate",2011-01-01,"47000","726748"
"Maine","High school diploma or GED",2011-01-01,"388000","726748"
"Maine","Associate Degree",2011-01-01,"72000","726748"
"Maine","Bachelor's Degree",2011-01-01,"141000","726748"
"Maine","Graduate degree",2011-01-01,"77000","726748"
"Maine","Not a high school graduate",2010-01-01,"48000","726290"
"Maine","High school diploma or GED",2010-01-01,"397000","726290"
"Maine","Associate Degree",2010-01-01,"75000","726290"
"Maine","Bachelor's Degree",2010-01-01,"137000","726290"
"Maine","Graduate degree",2010-01-01,"69000","726290"
"Maine","Not a high school graduate",2015-01-01,"47000","710205"
"Maine","High school diploma or GED",2015-01-01,"372000","710205"
"Maine","Associate Degree",2015-01-01,"78000","710205"
"Maine","Bachelor's Degree",2015-01-01,"145000","710205"
"Maine","Graduate degree",2015-01-01,"68000","710205"
"Maine","Not a high school graduate",2014-01-01,"44000","714184"
"Maine","High school diploma or GED",2014-01-01,"377000","714184"
"Maine","Associate Degree",2014-01-01,"78000","714184"
"Maine","Bachelor's Degree",2014-01-01,"150000","714184"
"Maine","Graduate degree",2014-01-01,"68000","714184"
"Maine","Not a high school graduate",2013-01-01,"43000","716521"
"Maine","High school diploma or GED",2013-01-01,"388000","716521"
"Maine","Associate Degree",2013-01-01,"80000","716521"
"Maine","Bachelor's Degree",2013-01-01,"137000","716521"
"Maine","Graduate degree",2013-01-01,"70000","716521"
"Maryland","Not a high school graduate",2019-01-01,"273000","3229401"
"Maryland","High school diploma or GED",2019-01-01,"1349000","3229401"
"Maryland","Associate Degree",2019-01-01,"234000","3229401"
"Maryland","Bachelor's Degree",2019-01-01,"747000","3229401"
"Maryland","Graduate degree",2019-01-01,"621000","3229401"
"Maryland","Not a high school graduate",2018-01-01,"272000","3238595"
"Maryland","High school diploma or GED",2018-01-01,"1363000","3238595"
"Maryland","Associate Degree",2018-01-01,"231000","3238595"
"Maryland","Bachelor's Degree",2018-01-01,"750000","3238595"
"Maryland","Graduate degree",2018-01-01,"619000","3238595"
"Maryland","Not a high school graduate",2017-01-01,"298000","3243721"
"Maryland","High school diploma or GED",2017-01-01,"1387000","3243721"
"Maryland","Associate Degree",2017-01-01,"239000","3243721"
"Maryland","Bachelor's Degree",2017-01-01,"738000","3243721"
"Maryland","Graduate degree",2017-01-01,"604000","3243721"
"Maryland","Not a high school graduate",2016-01-01,"285000","3241952"
"Maryland","High school diploma or GED",2016-01-01,"1415000","3241952"
"Maryland","Associate Degree",2016-01-01,"223000","3241952"
"Maryland","Bachelor's Degree",2016-01-01,"720000","3241952"
"Maryland","Graduate degree",2016-01-01,"603000","3241952"
"Maryland","Not a high school graduate",2012-01-01,"295000","3211376"
"Maryland","High school diploma or GED",2012-01-01,"1453000","3211376"
"Maryland","Associate Degree",2012-01-01,"221000","3211376"
"Maryland","Bachelor's Degree",2012-01-01,"686000","3211376"
"Maryland","Graduate degree",2012-01-01,"555000","3211376"
"Maryland","Not a high school graduate",2011-01-01,"291000","3195195"
"Maryland","High school diploma or GED",2011-01-01,"1447000","3195195"
"Maryland","Associate Degree",2011-01-01,"218000","3195195"
"Maryland","Bachelor's Degree",2011-01-01,"697000","3195195"
"Maryland","Graduate degree",2011-01-01,"532000","3195195"
"Maryland","Not a high school graduate",2010-01-01,"317000","3164928"
"Maryland","High school diploma or GED",2010-01-01,"1433000","3164928"
"Maryland","Associate Degree",2010-01-01,"217000","3164928"
"Maryland","Bachelor's Degree",2010-01-01,"667000","3164928"
"Maryland","Graduate degree",2010-01-01,"529000","3164928"
"Maryland","Not a high school graduate",2015-01-01,"295000","3241769"
"Maryland","High school diploma or GED",2015-01-01,"1421000","3241769"
"Maryland","Associate Degree",2015-01-01,"224000","3241769"
"Maryland","Bachelor's Degree",2015-01-01,"735000","3241769"
"Maryland","Graduate degree",2015-01-01,"580000","3241769"
"Maryland","Not a high school graduate",2014-01-01,"299000","3231504"
"Maryland","High school diploma or GED",2014-01-01,"1422000","3231504"
"Maryland","Associate Degree",2014-01-01,"229000","3231504"
"Maryland","Bachelor's Degree",2014-01-01,"714000","3231504"
"Maryland","Graduate degree",2014-01-01,"578000","3231504"
"Maryland","Not a high school graduate",2013-01-01,"301000","3223645"
"Maryland","High school diploma or GED",2013-01-01,"1442000","3223645"
"Maryland","Associate Degree",2013-01-01,"218000","3223645"
"Maryland","Bachelor's Degree",2013-01-01,"704000","3223645"
"Maryland","Graduate degree",2013-01-01,"561000","3223645"
"Massachusetts","Not a high school graduate",2019-01-01,"268000","3680995"
"Massachusetts","High school diploma or GED",2019-01-01,"1369000","3680995"
"Massachusetts","Associate Degree",2019-01-01,"275000","3680995"
"Massachusetts","Bachelor's Degree",2019-01-01,"998000","3680995"
"Massachusetts","Graduate degree",2019-01-01,"769000","3680995"
"Massachusetts","Not a high school graduate",2018-01-01,"285000","3685953"
"Massachusetts","High school diploma or GED",2018-01-01,"1377000","3685953"
"Massachusetts","Associate Degree",2018-01-01,"284000","3685953"
"Massachusetts","Bachelor's Degree",2018-01-01,"989000","3685953"
"Massachusetts","Graduate degree",2018-01-01,"761000","3685953"
"Massachusetts","Not a high school graduate",2017-01-01,"283000","3682102"
"Massachusetts","High school diploma or GED",2017-01-01,"1417000","3682102"
"Massachusetts","Associate Degree",2017-01-01,"289000","3682102"
"Massachusetts","Bachelor's Degree",2017-01-01,"964000","3682102"
"Massachusetts","Graduate degree",2017-01-01,"728000","3682102"
"Massachusetts","Not a high school graduate",2016-01-01,"294000","3669282"
"Massachusetts","High school diploma or GED",2016-01-01,"1415000","3669282"
"Massachusetts","Associate Degree",2016-01-01,"290000","3669282"
"Massachusetts","Bachelor's Degree",2016-01-01,"948000","3669282"
"Massachusetts","Graduate degree",2016-01-01,"706000","3669282"
"Massachusetts","Not a high school graduate",2012-01-01,"295000","3606557"
"Massachusetts","High school diploma or GED",2012-01-01,"1486000","3606557"
"Massachusetts","Associate Degree",2012-01-01,"291000","3606557"
"Massachusetts","Bachelor's Degree",2012-01-01,"883000","3606557"
"Massachusetts","Graduate degree",2012-01-01,"641000","3606557"
"Massachusetts","Not a high school graduate",2011-01-01,"310000","3590198"
"Massachusetts","High school diploma or GED",2011-01-01,"1452000","3590198"
"Massachusetts","Associate Degree",2011-01-01,"298000","3590198"
"Massachusetts","Bachelor's Degree",2011-01-01,"888000","3590198"
"Massachusetts","Graduate degree",2011-01-01,"631000","3590198"
"Massachusetts","Not a high school graduate",2010-01-01,"302000","3557135"
"Massachusetts","High school diploma or GED",2010-01-01,"1455000","3557135"
"Massachusetts","Associate Degree",2010-01-01,"290000","3557135"
"Massachusetts","Bachelor's Degree",2010-01-01,"872000","3557135"
"Massachusetts","Graduate degree",2010-01-01,"633000","3557135"
"Massachusetts","Not a high school graduate",2015-01-01,"297000","3661469"
"Massachusetts","High school diploma or GED",2015-01-01,"1454000","3661469"
"Massachusetts","Associate Degree",2015-01-01,"295000","3661469"
"Massachusetts","Bachelor's Degree",2015-01-01,"924000","3661469"
"Massachusetts","Graduate degree",2015-01-01,"692000","3661469"
"Massachusetts","Not a high school graduate",2014-01-01,"308000","3648580"
"Massachusetts","High school diploma or GED",2014-01-01,"1425000","3648580"
"Massachusetts","Associate Degree",2014-01-01,"294000","3648580"
"Massachusetts","Bachelor's Degree",2014-01-01,"932000","3648580"
"Massachusetts","Graduate degree",2014-01-01,"680000","3648580"
"Massachusetts","Not a high school graduate",2013-01-01,"291000","3627881"
"Massachusetts","High school diploma or GED",2013-01-01,"1463000","3627881"
"Massachusetts","Associate Degree",2013-01-01,"294000","3627881"
"Massachusetts","Bachelor's Degree",2013-01-01,"898000","3627881"
"Massachusetts","Graduate degree",2013-01-01,"668000","3627881"
"Michigan","Not a high school graduate",2019-01-01,"404000","5132007"
"Michigan","High school diploma or GED",2019-01-01,"2588000","5132007"
"Michigan","Associate Degree",2019-01-01,"516000","5132007"
"Michigan","Bachelor's Degree",2019-01-01,"1019000","5132007"
"Michigan","Graduate degree",2019-01-01,"601000","5132007"
"Michigan","Not a high school graduate",2018-01-01,"415000","5150771"
"Michigan","High school diploma or GED",2018-01-01,"2599000","5150771"
"Michigan","Associate Degree",2018-01-01,"529000","5150771"
"Michigan","Bachelor's Degree",2018-01-01,"1012000","5150771"
"Michigan","Graduate degree",2018-01-01,"595000","5150771"
"Michigan","Not a high school graduate",2017-01-01,"412000","5156935"
"Michigan","High school diploma or GED",2017-01-01,"2627000","5156935"
"Michigan","Associate Degree",2017-01-01,"536000","5156935"
"Michigan","Bachelor's Degree",2017-01-01,"989000","5156935"
"Michigan","Graduate degree",2017-01-01,"590000","5156935"
"Michigan","Not a high school graduate",2016-01-01,"437000","5153830"
"Michigan","High school diploma or GED",2016-01-01,"2667000","5153830"
"Michigan","Associate Degree",2016-01-01,"523000","5153830"
"Michigan","Bachelor's Degree",2016-01-01,"962000","5153830"
"Michigan","Graduate degree",2016-01-01,"563000","5153830"
"Michigan","Not a high school graduate",2012-01-01,"464000","5170548"
"Michigan","High school diploma or GED",2012-01-01,"2778000","5170548"
"Michigan","Associate Degree",2012-01-01,"505000","5170548"
"Michigan","Bachelor's Degree",2012-01-01,"907000","5170548"
"Michigan","Graduate degree",2012-01-01,"524000","5170548"
"Michigan","Not a high school graduate",2011-01-01,"471000","5198945"
"Michigan","High school diploma or GED",2011-01-01,"2813000","5198945"
"Michigan","Associate Degree",2011-01-01,"493000","5198945"
"Michigan","Bachelor's Degree",2011-01-01,"900000","5198945"
"Michigan","Graduate degree",2011-01-01,"523000","5198945"
"Michigan","Not a high school graduate",2010-01-01,"466000","5200666"
"Michigan","High school diploma or GED",2010-01-01,"2845000","5200666"
"Michigan","Associate Degree",2010-01-01,"488000","5200666"
"Michigan","Bachelor's Degree",2010-01-01,"893000","5200666"
"Michigan","Graduate degree",2010-01-01,"511000","5200666"
"Michigan","Not a high school graduate",2015-01-01,"442000","5148114"
"Michigan","High school diploma or GED",2015-01-01,"2683000","5148114"
"Michigan","Associate Degree",2015-01-01,"531000","5148114"
"Michigan","Bachelor's Degree",2015-01-01,"948000","5148114"
"Michigan","Graduate degree",2015-01-01,"554000","5148114"
"Michigan","Not a high school graduate",2014-01-01,"443000","5150844"
"Michigan","High school diploma or GED",2014-01-01,"2685000","5150844"
"Michigan","Associate Degree",2014-01-01,"529000","5150844"
"Michigan","Bachelor's Degree",2014-01-01,"931000","5150844"
"Michigan","Graduate degree",2014-01-01,"562000","5150844"
"Michigan","Not a high school graduate",2013-01-01,"460000","5157325"
"Michigan","High school diploma or GED",2013-01-01,"2719000","5157325"
"Michigan","Associate Degree",2013-01-01,"512000","5157325"
"Michigan","Bachelor's Degree",2013-01-01,"923000","5157325"
"Michigan","Graduate degree",2013-01-01,"544000","5157325"
"Minnesota","Not a high school graduate",2019-01-01,"167000","2919987"
"Minnesota","High school diploma or GED",2019-01-01,"1225000","2919987"
"Minnesota","Associate Degree",2019-01-01,"375000","2919987"
"Minnesota","Bachelor's Degree",2019-01-01,"776000","2919987"
"Minnesota","Graduate degree",2019-01-01,"383000","2919987"
"Minnesota","Not a high school graduate",2018-01-01,"179000","2917177"
"Minnesota","High school diploma or GED",2018-01-01,"1223000","2917177"
"Minnesota","Associate Degree",2018-01-01,"384000","2917177"
"Minnesota","Bachelor's Degree",2018-01-01,"760000","2917177"
"Minnesota","Graduate degree",2018-01-01,"375000","2917177"
"Minnesota","Not a high school graduate",2017-01-01,"181000","2907752"
"Minnesota","High school diploma or GED",2017-01-01,"1254000","2907752"
"Minnesota","Associate Degree",2017-01-01,"370000","2907752"
"Minnesota","Bachelor's Degree",2017-01-01,"740000","2907752"
"Minnesota","Graduate degree",2017-01-01,"374000","2907752"
"Minnesota","Not a high school graduate",2016-01-01,"180000","2895257"
"Minnesota","High school diploma or GED",2016-01-01,"1268000","2895257"
"Minnesota","Associate Degree",2016-01-01,"378000","2895257"
"Minnesota","Bachelor's Degree",2016-01-01,"723000","2895257"
"Minnesota","Graduate degree",2016-01-01,"345000","2895257"
"Minnesota","Not a high school graduate",2012-01-01,"171000","2865331"
"Minnesota","High school diploma or GED",2012-01-01,"1331000","2865331"
"Minnesota","Associate Degree",2012-01-01,"348000","2865331"
"Minnesota","Bachelor's Degree",2012-01-01,"698000","2865331"
"Minnesota","Graduate degree",2012-01-01,"323000","2865331"
"Minnesota","Not a high school graduate",2011-01-01,"180000","2861585"
"Minnesota","High school diploma or GED",2011-01-01,"1348000","2861585"
"Minnesota","Associate Degree",2011-01-01,"338000","2861585"
"Minnesota","Bachelor's Degree",2011-01-01,"679000","2861585"
"Minnesota","Graduate degree",2011-01-01,"315000","2861585"
"Minnesota","Not a high school graduate",2010-01-01,"177000","2838410"
"Minnesota","High school diploma or GED",2010-01-01,"1363000","2838410"
"Minnesota","Associate Degree",2010-01-01,"325000","2838410"
"Minnesota","Bachelor's Degree",2010-01-01,"670000","2838410"
"Minnesota","Graduate degree",2010-01-01,"306000","2838410"
"Minnesota","Not a high school graduate",2015-01-01,"180000","2888417"
"Minnesota","High school diploma or GED",2015-01-01,"1282000","2888417"
"Minnesota","Associate Degree",2015-01-01,"366000","2888417"
"Minnesota","Bachelor's Degree",2015-01-01,"718000","2888417"
"Minnesota","Graduate degree",2015-01-01,"350000","2888417"
"Minnesota","Not a high school graduate",2014-01-01,"177000","2882923"
"Minnesota","High school diploma or GED",2014-01-01,"1301000","2882923"
"Minnesota","Associate Degree",2014-01-01,"362000","2882923"
"Minnesota","Bachelor's Degree",2014-01-01,"712000","2882923"
"Minnesota","Graduate degree",2014-01-01,"342000","2882923"
"Minnesota","Not a high school graduate",2013-01-01,"179000","2875093"
"Minnesota","High school diploma or GED",2013-01-01,"1314000","2875093"
"Minnesota","Associate Degree",2013-01-01,"348000","2875093"
"Minnesota","Bachelor's Degree",2013-01-01,"704000","2875093"
"Minnesota","Graduate degree",2013-01-01,"330000","2875093"
"Mississippi","Not a high school graduate",2019-01-01,"191000","1507848"
"Mississippi","High school diploma or GED",2019-01-01,"787000","1507848"
"Mississippi","Associate Degree",2019-01-01,"178000","1507848"
"Mississippi","Bachelor's Degree",2019-01-01,"211000","1507848"
"Mississippi","Graduate degree",2019-01-01,"126000","1507848"
"Mississippi","Not a high school graduate",2018-01-01,"193000","1515610"
"Mississippi","High school diploma or GED",2018-01-01,"778000","1515610"
"Mississippi","Associate Degree",2018-01-01,"172000","1515610"
"Mississippi","Bachelor's Degree",2018-01-01,"230000","1515610"
"Mississippi","Graduate degree",2018-01-01,"130000","1515610"
"Mississippi","Not a high school graduate",2017-01-01,"203000","1520259"
"Mississippi","High school diploma or GED",2017-01-01,"784000","1520259"
"Mississippi","Associate Degree",2017-01-01,"171000","1520259"
"Mississippi","Bachelor's Degree",2017-01-01,"213000","1520259"
"Mississippi","Graduate degree",2017-01-01,"123000","1520259"
"Mississippi","Not a high school graduate",2016-01-01,"209000","1520918"
"Mississippi","High school diploma or GED",2016-01-01,"809000","1520918"
"Mississippi","Associate Degree",2016-01-01,"154000","1520918"
"Mississippi","Bachelor's Degree",2016-01-01,"216000","1520918"
"Mississippi","Graduate degree",2016-01-01,"119000","1520918"
"Mississippi","Not a high school graduate",2012-01-01,"226000","1527082"
"Mississippi","High school diploma or GED",2012-01-01,"815000","1527082"
"Mississippi","Associate Degree",2012-01-01,"145000","1527082"
"Mississippi","Bachelor's Degree",2012-01-01,"211000","1527082"
"Mississippi","Graduate degree",2012-01-01,"112000","1527082"
"Mississippi","Not a high school graduate",2011-01-01,"253000","1533366"
"Mississippi","High school diploma or GED",2011-01-01,"811000","1533366"
"Mississippi","Associate Degree",2011-01-01,"144000","1533366"
"Mississippi","Bachelor's Degree",2011-01-01,"208000","1533366"
"Mississippi","Graduate degree",2011-01-01,"110000","1533366"
"Mississippi","Not a high school graduate",2010-01-01,"246000","1529096"
"Mississippi","High school diploma or GED",2010-01-01,"822000","1529096"
"Mississippi","Associate Degree",2010-01-01,"146000","1529096"
"Mississippi","Bachelor's Degree",2010-01-01,"200000","1529096"
"Mississippi","Graduate degree",2010-01-01,"108000","1529096"
"Mississippi","Not a high school graduate",2015-01-01,"220000","1520376"
"Mississippi","High school diploma or GED",2015-01-01,"814000","1520376"
"Mississippi","Associate Degree",2015-01-01,"157000","1520376"
"Mississippi","Bachelor's Degree",2015-01-01,"205000","1520376"
"Mississippi","Graduate degree",2015-01-01,"115000","1520376"
"Mississippi","Not a high school graduate",2014-01-01,"227000","1522443"
"Mississippi","High school diploma or GED",2014-01-01,"819000","1522443"
"Mississippi","Associate Degree",2014-01-01,"149000","1522443"
"Mississippi","Bachelor's Degree",2014-01-01,"210000","1522443"
"Mississippi","Graduate degree",2014-01-01,"119000","1522443"
"Mississippi","Not a high school graduate",2013-01-01,"228000","1523995"
"Mississippi","High school diploma or GED",2013-01-01,"826000","1523995"
"Mississippi","Associate Degree",2013-01-01,"145000","1523995"
"Mississippi","Bachelor's Degree",2013-01-01,"208000","1523995"
"Mississippi","Graduate degree",2013-01-01,"111000","1523995"
"Missouri","Not a high school graduate",2019-01-01,"261000","3142320"
"Missouri","High school diploma or GED",2019-01-01,"1596000","3142320"
"Missouri","Associate Degree",2019-01-01,"274000","3142320"
"Missouri","Bachelor's Degree",2019-01-01,"634000","3142320"
"Missouri","Graduate degree",2019-01-01,"383000","3142320"
"Missouri","Not a high school graduate",2018-01-01,"264000","3149006"
"Missouri","High school diploma or GED",2018-01-01,"1607000","3149006"
"Missouri","Associate Degree",2018-01-01,"283000","3149006"
"Missouri","Bachelor's Degree",2018-01-01,"626000","3149006"
"Missouri","Graduate degree",2018-01-01,"368000","3149006"
"Missouri","Not a high school graduate",2017-01-01,"287000","3150951"
"Missouri","High school diploma or GED",2017-01-01,"1602000","3150951"
"Missouri","Associate Degree",2017-01-01,"277000","3150951"
"Missouri","Bachelor's Degree",2017-01-01,"616000","3150951"
"Missouri","Graduate degree",2017-01-01,"358000","3150951"
"Missouri","Not a high school graduate",2016-01-01,"286000","3145010"
"Missouri","High school diploma or GED",2016-01-01,"1628000","3145010"
"Missouri","Associate Degree",2016-01-01,"279000","3145010"
"Missouri","Bachelor's Degree",2016-01-01,"609000","3145010"
"Missouri","Graduate degree",2016-01-01,"342000","3145010"
"Missouri","Not a high school graduate",2012-01-01,"316000","3142068"
"Missouri","High school diploma or GED",2012-01-01,"1675000","3142068"
"Missouri","Associate Degree",2012-01-01,"253000","3142068"
"Missouri","Bachelor's Degree",2012-01-01,"576000","3142068"
"Missouri","Graduate degree",2012-01-01,"320000","3142068"
"Missouri","Not a high school graduate",2011-01-01,"325000","3152093"
"Missouri","High school diploma or GED",2011-01-01,"1683000","3152093"
"Missouri","Associate Degree",2011-01-01,"257000","3152093"
"Missouri","Bachelor's Degree",2011-01-01,"570000","3152093"
"Missouri","Graduate degree",2011-01-01,"319000","3152093"
"Missouri","Not a high school graduate",2010-01-01,"335000","3141058"
"Missouri","High school diploma or GED",2010-01-01,"1681000","3141058"
"Missouri","Associate Degree",2010-01-01,"246000","3141058"
"Missouri","Bachelor's Degree",2010-01-01,"561000","3141058"
"Missouri","Graduate degree",2010-01-01,"319000","3141058"
"Missouri","Not a high school graduate",2015-01-01,"304000","3141883"
"Missouri","High school diploma or GED",2015-01-01,"1630000","3141883"
"Missouri","Associate Degree",2015-01-01,"278000","3141883"
"Missouri","Bachelor's Degree",2015-01-01,"593000","3141883"
"Missouri","Graduate degree",2015-01-01,"341000","3141883"
"Missouri","Not a high school graduate",2014-01-01,"300000","3139399"
"Missouri","High school diploma or GED",2014-01-01,"1646000","3139399"
"Missouri","Associate Degree",2014-01-01,"267000","3139399"
"Missouri","Bachelor's Degree",2014-01-01,"593000","3139399"
"Missouri","Graduate degree",2014-01-01,"339000","3139399"
"Missouri","Not a high school graduate",2013-01-01,"292000","3139901"
"Missouri","High school diploma or GED",2013-01-01,"1666000","3139901"
"Missouri","Associate Degree",2013-01-01,"271000","3139901"
"Missouri","Bachelor's Degree",2013-01-01,"586000","3139901"
"Missouri","Graduate degree",2013-01-01,"324000","3139901"
"Montana","Not a high school graduate",2019-01-01,"27000","537382"
"Montana","High school diploma or GED",2019-01-01,"267000","537382"
"Montana","Associate Degree",2019-01-01,"54000","537382"
"Montana","Bachelor's Degree",2019-01-01,"134000","537382"
"Montana","Graduate degree",2019-01-01,"53000","537382"
"Montana","Not a high school graduate",2018-01-01,"28000","536233"
"Montana","High school diploma or GED",2018-01-01,"276000","536233"
"Montana","Associate Degree",2018-01-01,"58000","536233"
"Montana","Bachelor's Degree",2018-01-01,"116000","536233"
"Montana","Graduate degree",2018-01-01,"57000","536233"
"Montana","Not a high school graduate",2017-01-01,"35000","534672"
"Montana","High school diploma or GED",2017-01-01,"271000","534672"
"Montana","Associate Degree",2017-01-01,"54000","534672"
"Montana","Bachelor's Degree",2017-01-01,"121000","534672"
"Montana","Graduate degree",2017-01-01,"54000","534672"
"Montana","Not a high school graduate",2016-01-01,"34000","530747"
"Montana","High school diploma or GED",2016-01-01,"273000","530747"
"Montana","Associate Degree",2016-01-01,"55000","530747"
"Montana","Bachelor's Degree",2016-01-01,"117000","530747"
"Montana","Graduate degree",2016-01-01,"50000","530747"
"Montana","Not a high school graduate",2012-01-01,"31000","525298"
"Montana","High school diploma or GED",2012-01-01,"287000","525298"
"Montana","Associate Degree",2012-01-01,"50000","525298"
"Montana","Bachelor's Degree",2012-01-01,"114000","525298"
"Montana","Graduate degree",2012-01-01,"47000","525298"
"Montana","Not a high school graduate",2011-01-01,"32000","526868"
"Montana","High school diploma or GED",2011-01-01,"288000","526868"
"Montana","Associate Degree",2011-01-01,"50000","526868"
"Montana","Bachelor's Degree",2011-01-01,"111000","526868"
"Montana","Graduate degree",2011-01-01,"44000","526868"
"Montana","Not a high school graduate",2010-01-01,"34000","524790"
"Montana","High school diploma or GED",2010-01-01,"282000","524790"
"Montana","Associate Degree",2010-01-01,"47000","524790"
"Montana","Bachelor's Degree",2010-01-01,"115000","524790"
"Montana","Graduate degree",2010-01-01,"48000","524790"
"Montana","Not a high school graduate",2015-01-01,"30000","528527"
"Montana","High school diploma or GED",2015-01-01,"282000","528527"
"Montana","Associate Degree",2015-01-01,"51000","528527"
"Montana","Bachelor's Degree",2015-01-01,"112000","528527"
"Montana","Graduate degree",2015-01-01,"53000","528527"
"Montana","Not a high school graduate",2014-01-01,"33000","527043"
"Montana","High school diploma or GED",2014-01-01,"284000","527043"
"Montana","Associate Degree",2014-01-01,"49000","527043"
"Montana","Bachelor's Degree",2014-01-01,"109000","527043"
"Montana","Graduate degree",2014-01-01,"51000","527043"
"Montana","Not a high school graduate",2013-01-01,"31000","526373"
"Montana","High school diploma or GED",2013-01-01,"288000","526373"
"Montana","Associate Degree",2013-01-01,"51000","526373"
"Montana","Bachelor's Degree",2013-01-01,"108000","526373"
"Montana","Graduate degree",2013-01-01,"46000","526373"
"Nebraska","Not a high school graduate",2019-01-01,"75000","956380"
"Nebraska","High school diploma or GED",2019-01-01,"423000","956380"
"Nebraska","Associate Degree",2019-01-01,"118000","956380"
"Nebraska","Bachelor's Degree",2019-01-01,"229000","956380"
"Nebraska","Graduate degree",2019-01-01,"114000","956380"
"Nebraska","Not a high school graduate",2018-01-01,"79000","957085"
"Nebraska","High school diploma or GED",2018-01-01,"434000","957085"
"Nebraska","Associate Degree",2018-01-01,"117000","957085"
"Nebraska","Bachelor's Degree",2018-01-01,"221000","957085"
"Nebraska","Graduate degree",2018-01-01,"112000","957085"
"Nebraska","Not a high school graduate",2017-01-01,"81000","956461"
"Nebraska","High school diploma or GED",2017-01-01,"447000","956461"
"Nebraska","Associate Degree",2017-01-01,"112000","956461"
"Nebraska","Bachelor's Degree",2017-01-01,"219000","956461"
"Nebraska","Graduate degree",2017-01-01,"105000","956461"
"Nebraska","Not a high school graduate",2016-01-01,"85000","954201"
"Nebraska","High school diploma or GED",2016-01-01,"440000","954201"
"Nebraska","Associate Degree",2016-01-01,"113000","954201"
"Nebraska","Bachelor's Degree",2016-01-01,"219000","954201"
"Nebraska","Graduate degree",2016-01-01,"101000","954201"
"Nebraska","Not a high school graduate",2012-01-01,"82000","947960"
"Nebraska","High school diploma or GED",2012-01-01,"460000","947960"
"Nebraska","Associate Degree",2012-01-01,"108000","947960"
"Nebraska","Bachelor's Degree",2012-01-01,"204000","947960"
"Nebraska","Graduate degree",2012-01-01,"97000","947960"
"Nebraska","Not a high school graduate",2011-01-01,"75000","946878"
"Nebraska","High school diploma or GED",2011-01-01,"478000","946878"
"Nebraska","Associate Degree",2011-01-01,"105000","946878"
"Nebraska","Bachelor's Degree",2011-01-01,"198000","946878"
"Nebraska","Graduate degree",2011-01-01,"90000","946878"
"Nebraska","Not a high school graduate",2010-01-01,"75000","940007"
"Nebraska","High school diploma or GED",2010-01-01,"468000","940007"
"Nebraska","Associate Degree",2010-01-01,"98000","940007"
"Nebraska","Bachelor's Degree",2010-01-01,"206000","940007"
"Nebraska","Graduate degree",2010-01-01,"89000","940007"
"Nebraska","Not a high school graduate",2015-01-01,"79000","951959"
"Nebraska","High school diploma or GED",2015-01-01,"456000","951959"
"Nebraska","Associate Degree",2015-01-01,"110000","951959"
"Nebraska","Bachelor's Degree",2015-01-01,"206000","951959"
"Nebraska","Graduate degree",2015-01-01,"103000","951959"
"Nebraska","Not a high school graduate",2014-01-01,"86000","951433"
"Nebraska","High school diploma or GED",2014-01-01,"448000","951433"
"Nebraska","Associate Degree",2014-01-01,"114000","951433"
"Nebraska","Bachelor's Degree",2014-01-01,"213000","951433"
"Nebraska","Graduate degree",2014-01-01,"93000","951433"
"Nebraska","Not a high school graduate",2013-01-01,"87000","950244"
"Nebraska","High school diploma or GED",2013-01-01,"453000","950244"
"Nebraska","Associate Degree",2013-01-01,"107000","950244"
"Nebraska","Bachelor's Degree",2013-01-01,"206000","950244"
"Nebraska","Graduate degree",2013-01-01,"99000","950244"
"Nevada","Not a high school graduate",2019-01-01,"224000","1646584"
"Nevada","High school diploma or GED",2019-01-01,"855000","1646584"
"Nevada","Associate Degree",2019-01-01,"146000","1646584"
"Nevada","Bachelor's Degree",2019-01-01,"276000","1646584"
"Nevada","Graduate degree",2019-01-01,"137000","1646584"
"Nevada","Not a high school graduate",2018-01-01,"215000","1616311"
"Nevada","High school diploma or GED",2018-01-01,"873000","1616311"
"Nevada","Associate Degree",2018-01-01,"137000","1616311"
"Nevada","Bachelor's Degree",2018-01-01,"266000","1616311"
"Nevada","Graduate degree",2018-01-01,"130000","1616311"
"Nevada","Not a high school graduate",2017-01-01,"214000","1586356"
"Nevada","High school diploma or GED",2017-01-01,"863000","1586356"
"Nevada","Associate Degree",2017-01-01,"133000","1586356"
"Nevada","Bachelor's Degree",2017-01-01,"270000","1586356"
"Nevada","Graduate degree",2017-01-01,"125000","1586356"
"Nevada","Not a high school graduate",2016-01-01,"223000","1558923"
"Nevada","High school diploma or GED",2016-01-01,"863000","1558923"
"Nevada","Associate Degree",2016-01-01,"124000","1558923"
"Nevada","Bachelor's Degree",2016-01-01,"244000","1558923"
"Nevada","Graduate degree",2016-01-01,"116000","1558923"
"Nevada","Not a high school graduate",2012-01-01,"219000","1477029"
"Nevada","High school diploma or GED",2012-01-01,"817000","1477029"
"Nevada","Associate Degree",2012-01-01,"117000","1477029"
"Nevada","Bachelor's Degree",2012-01-01,"225000","1477029"
